study_type,condition,case_id,current_A,current_density_command_A_cm2,egr_fraction_cmd,air_flow_scale,V_cell_sim,V_cell_target,V_cell_target_error,pO2_ca_in_target_kPa,pO2_ca_in_kPa,pO2_ca_in_target_error_kPa,lambda_O2_actual,RH_ca_in,T_stack_C,solve_status,normal_operation_ok,oxygen_ok,thermal_ok,humidity_ok,pressure_order_ok,dq60_map_ok,risk_label
constant_pO2_inlet_variable_flow,constant_pO2_inlet_variable_flow,bench_038A,38,0.1,0.45,6.75,-0.490252054999118,NaN,NaN,26.4313536258226,22.0012645044276,-4.43008912139493,0,0.665914120506734,62.3501345754558,unreachable_with_current_DQ60_map,0,0,1,1,0,1,oxygen_limit
constant_pO2_inlet_variable_flow,constant_pO2_inlet_variable_flow,bench_038A,38,0.1,0.5,6.75,-0.490252054999118,NaN,NaN,26.4313536258226,22.0012645044276,-4.43008912139493,0,0.665914120506734,62.3501345754558,unreachable_with_current_DQ60_map,0,0,1,1,0,1,oxygen_limit
constant_pO2_inlet_variable_flow,constant_pO2_inlet_variable_flow,bench_076A,76,0.2,0,1,0.774893918711964,NaN,NaN,30.0794278903335,30.0794278903335,0,2.40450982319515,0.6,63.4739599011204,solved,1,1,1,1,1,0,dq60_map_extrapolation
constant_pO2_inlet_variable_flow,constant_pO2_inlet_variable_flow,bench_076A,76,0.2,0.05,6.75,-0.521900537233774,NaN,NaN,30.0794278903335,24.9771405541591,-5.10228733617435,0,0.498223715794527,64.7674882779493,unreachable_with_current_DQ60_map,0,0,1,1,0,1,oxygen_limit
constant_pO2_inlet_variable_flow,constant_pO2_inlet_variable_flow,bench_076A,76,0.2,0.1,6.75,-0.521900537233774,NaN,NaN,30.0794278903335,24.9771405541591,-5.10228733617435,0,0.498223715794527,64.7674882779493,unreachable_with_current_DQ60_map,0,0,1,1,0,1,oxygen_limit
constant_pO2_inlet_variable_flow,constant_pO2_inlet_variable_flow,bench_076A,76,0.2,0.15,6.75,-0.521900537233774,NaN,NaN,30.0794278903335,24.9771405541591,-5.10228733617435,0,0.498223715794527,64.7674882779493,unreachable_with_current_DQ60_map,0,0,1,1,0,1,oxygen_limit
constant_pO2_inlet_variable_flow,constant_pO2_inlet_variable_flow,bench_076A,76,0.2,0.2,6.75,-0.521900537233774,NaN,NaN,30.0794278903335,24.9771405541591,-5.10228733617435,0,0.498223715794527,64.7674882779493,unreachable_with_current_DQ60_map,0,0,1,1,0,1,oxygen_limit
constant_pO2_inlet_variable_flow,constant_pO2_inlet_variable_flow,bench_076A,76,0.2,0.25,6.75,-0.521900537233774,NaN,NaN,30.0794278903335,24.9771405541591,-5.10228733617435,0,0.498223715794527,64.7674882779493,unreachable_with_current_DQ60_map,0,0,1,1,0,1,oxygen_limit
constant_pO2_inlet_variable_flow,constant_pO2_inlet_variable_flow,bench_076A,76,0.2,0.3,6.75,-0.521900537233774,NaN,NaN,30.0794278903335,24.9771405541591,-5.10228733617435,0,0.498223715794527,64.7674882779493,unreachable_with_current_DQ60_map,0,0,1,1,0,1,oxygen_limit
constant_pO2_inlet_variable_flow,constant_pO2_inlet_variable_flow,bench_076A,76,0.2,0.35,6.75,-0.521900537233774,NaN,NaN,30.0794278903335,24.9771405541591,-5.10228733617435,0,0.498223715794527,64.7674882779493,unreachable_with_current_DQ60_map,0,0,1,1,0,1,oxygen_limit
